46221,CARRARO,6193696M1,CARRARO
46221,CARRARO,85827008,CARRARO
46221,CARRARO,VOE11988155,CARRARO
46221,CARRARO,CA0046221,CARRARO
46252,CARRARO,6194010M91,CARRARO
46252,CARRARO,144465A1,CARRARO
46252,CARRARO,VOE11988571,CARRARO
46252,CARRARO,CA0046252,CARRARO
66570,CARRARO,6193412M91,CARRARO
66570,CARRARO,292891A1,CARRARO
66570,CARRARO,VOE11709369,CARRARO
66570,CARRARO,CA0066570,CARRARO
145265,CARRARO,6194905M91,CARRARO
145265,CARRARO,87710164,CARRARO
145265,CARRARO,VOE11709446,CARRARO
145265,CARRARO,CA0145265,CARRARO
145264,CARRARO,6194906M91,CARRARO
145264,CARRARO,87710165,CARRARO
145264,CARRARO,VOE11709463,CARRARO
145264,CARRARO,CA0145264,CARRARO
24210,CARRARO,6190567M1,CARRARO
24210,CARRARO,83930288,CARRARO
24210,CARRARO,VOE11709410,CARRARO
24210,CARRARO,CA0024210,CARRARO
138981,CARRARO,6194426M1,CARRARO
138981,CARRARO,366232A1,CARRARO
138981,CARRARO,VOE11716796,CARRARO
138981,CARRARO,CA0138981,CARRARO
123726,CARRARO,3523057M1,CARRARO
123726,CARRARO,83982416,CARRARO
123726,CARRARO,VOE11709400,CARRARO
123726,CARRARO,CA0123726,CARRARO
25735,CARRARO,6194367M1,CARRARO
25735,CARRARO,87429983,CARRARO
25735,CARRARO,VOE11709099,CARRARO
25735,CARRARO,CA0025735,CARRARO
066993,CARRARO,6194920M91,CARRARO
066993,CARRARO,87710170,CARRARO
066993,CARRARO,VOE11709489,CARRARO
066993,CARRARO,7028413,CARRARO
068056,CARRARO,6194284M91,CARRARO
068056,CARRARO,87416108,CARRARO
28560,CARRARO,6194325M1,CARRARO
28560,CARRARO,181141A1,CARRARO
28560,CARRARO,VOE11709068,CARRARO
28560,CARRARO,CA0028560,CARRARO
40821,CARRARO,3476312M1,CARRARO
40821,CARRARO,87759572,CARRARO
40821,CARRARO,CA0040821,CARRARO
125161,CARRARO,6190264M1,CARRARO
125161,CARRARO,85807981,CARRARO
125161,CARRARO,CA0125161,CARRARO
125161,CARRARO,198-7815,CARRARO
118370,CARRARO,3475599M1,CARRARO
118370,CARRARO,83952531,CARRARO
118370,CARRARO,VOE11709360,CARRARO
118370,CARRARO,CA0118370,CARRARO
339307,CARRARO,6194951M91,CARRARO
339307,CARRARO,87705451,CARRARO
339307,CARRARO,AA.02.0096,CARRARO
066338,CARRARO,6190816M91,CARRARO
